system:index,BT_B10,MNDWI,NDBI,NDVI,date,.geo
1_LC08_118038_20230129_0,283.52301314,-0.3488960895671462,-0.05966934922356988,0.37292829270339456,2023-01-29,"{""type"":""Point"",""coordinates"":[121.26463126880873,31.015442147413363]}"
1_LC08_118038_20230129_1,283.24615352,-0.2272287538554339,-0.1353908574086103,0.3441742135140782,2023-01-29,"{""type"":""Point"",""coordinates"":[121.14654339017545,31.413184908863272]}"
1_LC08_118038_20230129_2,283.21197331999997,-0.30560984504895405,0.05266411828127253,0.19701242283362538,2023-01-29,"{""type"":""Point"",""coordinates"":[121.6819362424337,31.027334178112504]}"
1_LC08_118038_20230129_3,282.18998534,-0.3730760710179022,-0.10681223966017724,0.421954208433618,2023-01-29,"{""type"":""Point"",""coordinates"":[121.54443643166626,31.187960712393874]}"
1_LC08_118038_20230129_4,279.21630794,0.8904699893453297,-0.4513757115749526,-0.7228023284785614,2023-01-29,"{""type"":""Point"",""coordinates"":[122.04672995349442,31.35526053049395]}"
1_LC08_118038_20230129_6,283.28716976,-0.16578391587513974,-0.036006875868627,0.15018627361411419,2023-01-29,"{""type"":""Point"",""coordinates"":[121.29787712246053,31.499554597368796]}"
1_LC08_118038_20230129_7,282.4224107,-0.33660763567305624,-0.1236713138735379,0.44551314927763797,2023-01-29,"{""type"":""Point"",""coordinates"":[121.0763836104808,31.405453701822974]}"
1_LC08_118038_20230129_8,278.05759916,0.7994000947218863,0.7025457793657921,-0.9227288548555529,2023-01-29,"{""type"":""Point"",""coordinates"":[121.63931215922896,31.462549840216397]}"
1_LC08_118038_20230129_9,281.73197066,-0.390307696103832,-0.3405738160581891,0.714888838984954,2023-01-29,"{""type"":""Point"",""coordinates"":[121.16547161427546,31.42505598256461]}"
1_LC08_118038_20230129_11,281.73538868,-0.32536955536385326,0.10012621971940387,0.19374678001030418,2023-01-29,"{""type"":""Point"",""coordinates"":[121.19004987069751,31.364106356427236]}"
1_LC08_118038_20230129_12,283.2427355,-0.3446271424837251,-0.03146097637512894,0.31462330449886305,2023-01-29,"{""type"":""Point"",""coordinates"":[121.70227364707905,31.19227549160392]}"
1_LC08_118038_20230129_14,281.0381126,-0.13689551558479715,0.08925103145506988,0.014147412066571588,2023-01-29,"{""type"":""Point"",""coordinates"":[121.63320411195681,31.145555223839928]}"
1_LC08_118038_20230129_15,278.80614554,0.8903381316032528,-0.8388132843283334,-0.290988943645788,2023-01-29,"{""type"":""Point"",""coordinates"":[122.14953585658603,31.37576006065986]}"
1_LC08_118038_20230129_16,285.61484138000003,-0.3005891482445235,0.030485454712306164,0.22738996073207193,2023-01-29,"{""type"":""Point"",""coordinates"":[121.14026492023326,30.999696147813868]}"
1_LC08_118038_20230129_17,280.00587056,0.09223683174553164,-0.06113474888540541,0.023102439790370494,2023-01-29,"{""type"":""Point"",""coordinates"":[120.85895150907423,31.552155397502514]}"
1_LC08_118038_20230129_18,280.95949814,-0.34460683492923977,0.031552548394681246,0.2029620399395131,2023-01-29,"{""type"":""Point"",""coordinates"":[121.77007741563929,31.561614433694672]}"
1_LC08_118038_20230129_19,283.50934106,-0.3242245759498469,0.060575385176036986,0.26588459964534167,2023-01-29,"{""type"":""Point"",""coordinates"":[121.75601106893322,30.972408342763746]}"
1_LC08_118038_20230129_20,278.40965522,0.8476540540540541,-0.850323951141795,-0.09321451622977803,2023-01-29,"{""type"":""Point"",""coordinates"":[121.96594551394158,30.837382485979703]}"
1_LC08_118038_20230129_21,281.23293974,-0.23795412789663958,-0.1545784224841342,0.368566493955095,2023-01-29,"{""type"":""Point"",""coordinates"":[121.85254870215226,31.695819304424305]}"
1_LC08_118038_20230129_23,281.38333262000003,-0.5059734936774425,-0.2296695638150202,0.6836667902178969,2023-01-29,"{""type"":""Point"",""coordinates"":[121.79974646837003,31.54560986144515]}"
1_LC08_118038_20230129_24,280.73390882,-0.20729168892783112,0.1391147244805781,0.01162454565702622,2023-01-29,"{""type"":""Point"",""coordinates"":[120.954949876646,31.831168023374094]}"
1_LC08_118038_20230129_25,286.43858420000004,-0.08418233961307516,-0.10438345047839685,0.17276846523781736,2023-01-29,"{""type"":""Point"",""coordinates"":[121.43673166772278,31.305074347157447]}"
1_LC08_118038_20230129_26,283.23931747999995,-0.1336181005139158,-0.20927670272031781,0.3620267766630544,2023-01-29,"{""type"":""Point"",""coordinates"":[121.16186220911244,31.260073496209554]}"
1_LC08_118038_20230129_27,280.0981571,0.878380036817345,-0.724709477290615,-0.46138831456125395,2023-01-29,"{""type"":""Point"",""coordinates"":[121.6706616199532,31.345412057529032]}"
1_LC08_118038_20230129_28,278.21141006,0.8308320621955416,0.9347214406302732,-0.9875869448903152,2023-01-29,"{""type"":""Point"",""coordinates"":[121.63862807407378,31.441664734149544]}"
1_LC08_118038_20230129_29,280.36476266,0.32142945960060687,-0.015869580898795612,-0.19341351660939274,2023-01-29,"{""type"":""Point"",""coordinates"":[121.82647826098595,31.572582703830857]}"
