system:index,BT_B10,MNDWI,NDBI,NDVI,date,.geo
1_LC08_118038_20210208_1,269.61850778,-0.14685440405006492,-0.026587400892350347,0.13104000161391738,2021-02-08,"{""type"":""Point"",""coordinates"":[121.14654339017545,31.413184908863272]}"
1_LC08_118038_20210208_4,263.14135988,-0.25229587197672315,0.18629614875267822,-0.0943776062886449,2021-02-08,"{""type"":""Point"",""coordinates"":[122.04672995349442,31.35526053049395]}"
1_LC08_118038_20210208_6,272.3392517,-0.08788320658010766,-0.057499262442035605,0.15066260597580053,2021-02-08,"{""type"":""Point"",""coordinates"":[121.29787712246053,31.499554597368796]}"
1_LC08_118038_20210208_7,270.50719298,-0.07526489939966016,-0.05693721411558377,0.12220872062745596,2021-02-08,"{""type"":""Point"",""coordinates"":[121.0763836104808,31.405453701822974]}"
1_LC08_118038_20210208_8,265.1101394,-0.047157725093595705,0.009844625183904615,0.027047832958235058,2021-02-08,"{""type"":""Point"",""coordinates"":[121.63931215922896,31.462549840216397]}"
1_LC08_118038_20210208_9,267.5198435,-0.11943527189519339,-0.04090508829549233,0.11799007563097699,2021-02-08,"{""type"":""Point"",""coordinates"":[121.16547161427546,31.42505598256461]}"
1_LC08_118038_20210208_10,271.19079698,-0.08272598421537727,-0.10795599571187904,0.305635973982028,2021-02-08,"{""type"":""Point"",""coordinates"":[120.90435663027925,31.393357499472067]}"
1_LC08_118038_20210208_11,276.87496424,-0.21032165287315852,0.03599173527767832,0.19601380675221872,2021-02-08,"{""type"":""Point"",""coordinates"":[121.19004987069751,31.364106356427236]}"
1_LC08_118038_20210208_15,265.06570514,-0.014035051904173809,0.04470909903515007,-0.06878453321852164,2021-02-08,"{""type"":""Point"",""coordinates"":[122.14953585658603,31.37576006065986]}"
1_LC08_118038_20210208_18,262.17406022,-0.09408809459048649,-0.025886482390012414,0.08412115373035463,2021-02-08,"{""type"":""Point"",""coordinates"":[121.77007741563929,31.561614433694672]}"
1_LC08_118038_20210208_21,265.78348934,-0.04190664518671657,-0.03964311320003176,0.04735245493796448,2021-02-08,"{""type"":""Point"",""coordinates"":[121.85254870215226,31.695819304424305]}"
1_LC08_118038_20210208_23,263.40454742,-0.17797828864200335,-0.07134345042869357,0.23222852290990695,2021-02-08,"{""type"":""Point"",""coordinates"":[121.79974646837003,31.54560986144515]}"
1_LC08_118038_20210208_24,264.52565798,0.24240142983709476,-0.3121492372144495,0.05802649190358539,2021-02-08,"{""type"":""Point"",""coordinates"":[120.954949876646,31.831168023374094]}"
1_LC08_118038_20210208_27,263.83863596,-0.1351412714429869,0.18590263090272965,-0.03422023511755872,2021-02-08,"{""type"":""Point"",""coordinates"":[121.6706616199532,31.345412057529032]}"
1_LC08_118038_20210208_28,267.14727932,-0.06397533821594764,0.07040250320011375,0.014753638814016107,2021-02-08,"{""type"":""Point"",""coordinates"":[121.63862807407378,31.441664734149544]}"
1_LC08_118038_20210208_35,265.17508178,-0.20943343230880343,-0.12779964118293885,0.07501775629400281,2021-02-08,"{""type"":""Point"",""coordinates"":[122.04395061515494,31.542394290006097]}"
1_LC08_118038_20210208_36,267.68049043999997,-3.5965786537746385,0.1452370583820545,1.358722610007415,2021-02-08,"{""type"":""Point"",""coordinates"":[121.96808799630381,31.49554698102245]}"
1_LC08_118038_20210208_38,265.78348934,-0.16214830878418332,0.03870957997915749,0.15082660816422477,2021-02-08,"{""type"":""Point"",""coordinates"":[121.7701081738471,31.759103639714574]}"
1_LC08_118038_20210208_39,267.1780415,-0.05215338530817906,-0.08592602167216011,0.106215820012465,2021-02-08,"{""type"":""Point"",""coordinates"":[121.6851099189667,31.746574163370408]}"
1_LC08_118038_20210208_40,268.98617408,-0.15637037560304667,0.014313467489438831,0.10301255434915615,2021-02-08,"{""type"":""Point"",""coordinates"":[121.61645004300064,31.544368134397306]}"
1_LC08_118038_20210208_43,262.24925666,-0.15521356424111665,0.10500554006501965,-0.0153975982693609,2021-02-08,"{""type"":""Point"",""coordinates"":[122.07978792509601,31.265416377015065]}"
1_LC08_118038_20210208_47,273.25186304,-0.16301421876151126,-0.06203952540265816,0.16039950062421965,2021-02-08,"{""type"":""Point"",""coordinates"":[121.00591133744621,31.369740291315086]}"
1_LC08_118038_20210208_49,269.23910756,-0.153905154857309,-0.25895981248089145,0.3892637576848103,2021-02-08,"{""type"":""Point"",""coordinates"":[121.05178427617767,31.638663545140123]}"
1_LC08_118038_20210208_54,270.09361256,-0.22842214883977616,-0.19874132045238146,0.3039134580773094,2021-02-08,"{""type"":""Point"",""coordinates"":[121.07345409808845,31.596257891488527]}"
1_LC08_118038_20210208_56,265.98857054,-0.2611448005725666,-0.05284737471509586,0.22794160527185425,2021-02-08,"{""type"":""Point"",""coordinates"":[121.72892831266851,31.8179631680516]}"
1_LC08_118038_20210208_58,271.80945859999997,0.043912777366694834,-0.07152932409534875,-0.01832722425858035,2021-02-08,"{""type"":""Point"",""coordinates"":[121.49021415391493,31.559484211359585]}"
1_LC08_118038_20210208_59,272.51357071999996,-0.03375778989713884,-0.17261055634807415,0.168735982057033,2021-02-08,"{""type"":""Point"",""coordinates"":[121.11861313298417,31.613483322166633]}"
1_LC08_118038_20210208_60,276.19819628,-0.09433023238007752,-0.0922226809361998,0.15134574183181565,2021-02-08,"{""type"":""Point"",""coordinates"":[121.26283385106221,31.432177229265378]}"
1_LC08_118038_20210208_62,267.39679478,-0.206557278699343,-0.0847280215716838,0.25689651762937776,2021-02-08,"{""type"":""Point"",""coordinates"":[121.59934634115162,31.58790543910871]}"
1_LC08_118038_20210208_63,269.09555072,-0.12513253824087853,0.034155296677394476,0.07184177873168118,2021-02-08,"{""type"":""Point"",""coordinates"":[121.32511102916885,31.424257632897024]}"
1_LC08_118038_20210208_68,260.85812252,0.1408548948458377,-0.14422308462153238,-0.010411477533127333,2021-02-08,"{""type"":""Point"",""coordinates"":[121.90936097232499,31.11722995015995]}"
1_LC08_118038_20210208_70,268.72982258,0.1554164982158865,-0.19616831060372864,0.03526202548873687,2021-02-08,"{""type"":""Point"",""coordinates"":[120.88549404224047,31.286936985498745]}"
1_LC08_118038_20210208_76,271.17370688,-0.1763656338540074,-0.07123618221541081,0.1906463608225751,2021-02-08,"{""type"":""Point"",""coordinates"":[121.54385883972955,31.626748115404745]}"
1_LC08_118038_20210208_79,264.99050869999996,-0.1592256077731246,0.18350476345353772,-0.0940326448983888,2021-02-08,"{""type"":""Point"",""coordinates"":[122.07807134919027,31.346853567146113]}"
1_LC08_118038_20210208_81,264.80593562,0.02112260789363606,-0.13382687419167824,0.08146345820908858,2021-02-08,"{""type"":""Point"",""coordinates"":[121.58122092060032,31.744755330415423]}"
1_LC08_118038_20210208_83,271.94276138,0.0793757535797501,-0.06354609777473764,-0.03640329534918072,2021-02-08,"{""type"":""Point"",""coordinates"":[122.148919905089,31.168784180450828]}"
1_LC08_118038_20210208_84,267.10284506,0.03727626282153347,-0.33501251531686277,0.2530879671272198,2021-02-08,"{""type"":""Point"",""coordinates"":[121.01731371111573,31.688190618015902]}"
1_LC08_118038_20210208_85,261.85960238,-0.09537468392475608,-0.037512917671374414,0.041723350780511356,2021-02-08,"{""type"":""Point"",""coordinates"":[122.01154431165527,30.885462000419643]}"
1_LC08_118038_20210208_90,267.42072092,-0.06569764429872928,-0.01147815580635407,-0.032154235228429764,2021-02-08,"{""type"":""Point"",""coordinates"":[122.05298021242926,31.405241661244503]}"
1_LC08_118038_20210208_95,269.62876184,-0.4837053163378924,0.11728634537650022,0.27918680461729584,2021-02-08,"{""type"":""Point"",""coordinates"":[121.91555665224412,30.882133051639283]}"
1_LC08_118038_20210208_96,267.75226886,0.06716854872438317,-0.320698975901321,0.29054194815630496,2021-02-08,"{""type"":""Point"",""coordinates"":[121.03335238303748,31.82045972902136]}"
1_LC08_118038_20210208_99,264.86745998,0.0912538785675718,-0.10621483856869152,-2.2735571524037113E-4,2021-02-08,"{""type"":""Point"",""coordinates"":[121.85605820793855,31.186898665631144]}"
1_LC08_118038_20210208_100,268.67171624,-0.19493185115880793,-0.06106275738752823,0.18345053784362234,2021-02-08,"{""type"":""Point"",""coordinates"":[121.30001934619044,31.338185774738616]}"
