system:index,BT_B10,MNDWI,NDBI,NDVI,date,.geo
1_LC08_117039_20220409_383,288.03479954,0.950564062368782,-0.8777770087895356,-0.5225929054054055,2022-04-09,"{""type"":""Point"",""coordinates"":[122.19082270587327,30.796714906865358]}"
1_LC08_117039_20220409_412,287.89466072,0.9884186569099135,-0.9806283731688517,-0.36963023173780335,2022-04-09,"{""type"":""Point"",""coordinates"":[122.16709574400306,30.68309337953726]}"
1_LC08_118038_20220227_0,291.07341931999997,-0.25094764214632187,-0.028784855143924225,0.25131043341109355,2022-02-27,"{""type"":""Point"",""coordinates"":[121.26463126880873,31.015442147413363]}"
1_LC08_118038_20220227_1,292.79951942,-0.20841862173935854,-0.11269261155251822,0.2905951068331496,2022-02-27,"{""type"":""Point"",""coordinates"":[121.14654339017568,31.41318490886416]}"
1_LC08_118038_20220227_2,291.15886982,-0.23537131316139706,-0.028657572741642823,0.20546112549954537,2022-02-27,"{""type"":""Point"",""coordinates"":[121.6819362424337,31.027334178112504]}"
1_LC08_118038_20220227_3,289.3268111,-0.33634182790624517,-0.08723885758798759,0.39017542051982174,2022-02-27,"{""type"":""Point"",""coordinates"":[121.54443643166626,31.187960712393874]}"
1_LC08_118038_20220227_4,281.1406532,0.8970765103154779,-0.13843175217812184,-0.8250000000000001,2022-02-27,"{""type"":""Point"",""coordinates"":[122.04672995349442,31.35526053049395]}"
1_LC08_118038_20220227_6,291.79462154,-0.15668272409558895,-0.031408933077062946,0.1407875283228499,2022-02-27,"{""type"":""Point"",""coordinates"":[121.29787712246124,31.499554597369418]}"
1_LC08_118038_20220227_7,292.5397499,-0.3184197575052571,-0.1522732241694764,0.47797850985948753,2022-02-27,"{""type"":""Point"",""coordinates"":[121.076383610482,31.405453701823394]}"
1_LC08_118038_20220227_8,281.21926766,0.8864814751227557,12.949367088608291,-1.237823312059121,2022-02-27,"{""type"":""Point"",""coordinates"":[121.63931215922918,31.46254984021754]}"
1_LC08_118038_20220227_9,289.69253924,-0.376244089169106,-0.2569118541033436,0.6474403410222702,2022-02-27,"{""type"":""Point"",""coordinates"":[121.16547161427546,31.42505598256461]}"
1_LC08_118038_20220227_10,287.39221178,0.20997613907510487,-0.08515164141137238,-0.04601800620770769,2022-02-27,"{""type"":""Point"",""coordinates"":[120.90435663027974,31.393357499472106]}"
1_LC08_118038_20220227_11,290.40006938,-0.020540484464961685,-0.06422040165990905,0.07334564555201124,2022-02-27,"{""type"":""Point"",""coordinates"":[121.19004987069808,31.364106356426802]}"
1_LC08_118038_20220227_12,292.01337481999997,-0.3211191729961901,-0.06657522503214751,0.32495580498817916,2022-02-27,"{""type"":""Point"",""coordinates"":[121.70227364707905,31.19227549160392]}"
1_LC08_118038_20220227_14,292.49531564,-0.18591494686381974,0.02222492290397562,0.10447786805776006,2022-02-27,"{""type"":""Point"",""coordinates"":[121.63320411195681,31.145555223839928]}"
1_LC08_118038_20220227_15,281.2090136,0.9644921338413289,-1.7482250136537416,-1.2017399671250457,2022-02-27,"{""type"":""Point"",""coordinates"":[122.14953585658603,31.37576006065986]}"
1_LC08_118038_20220227_16,293.71213076000004,-0.4007073047507882,0.06004113490138175,0.30125847577502574,2022-02-27,"{""type"":""Point"",""coordinates"":[121.14026492023419,30.99969614781449]}"
1_LC08_118038_20220227_18,292.08173522,-0.3173768158141642,0.06324843458688241,0.16529049107055846,2022-02-27,"{""type"":""Point"",""coordinates"":[121.77007741563993,31.561614433695937]}"
1_LC08_118038_20220227_19,291.94843244000003,-0.25818711408592593,0.012360344163349237,0.2519152313029676,2022-02-27,"{""type"":""Point"",""coordinates"":[121.75601106893322,30.972408342763746]}"
1_LC08_118038_20220227_20,281.5849958,0.8176761935693406,-0.32547311504956405,-0.6220637673711485,2022-02-27,"{""type"":""Point"",""coordinates"":[121.96594551394158,30.837382485979703]}"
1_LC08_118038_20220227_21,290.0275052,-0.24353265573829025,-0.22632689318232282,0.4340639364271431,2022-02-27,"{""type"":""Point"",""coordinates"":[121.85254870215468,31.69581930442585]}"
1_LC08_118038_20220227_23,288.07581577999997,-0.44250729258530636,-0.2427440320034187,0.6335096506420759,2022-02-27,"{""type"":""Point"",""coordinates"":[121.79974646837248,31.54560986144581]}"
1_LC08_118038_20220227_25,295.43481284,-0.0953067276311649,-0.06312791373226943,0.1491017138656171,2022-02-27,"{""type"":""Point"",""coordinates"":[121.43673166772311,31.305074347157696]}"
1_LC08_118038_20220227_26,291.83563777999996,-0.17517501125803414,-0.15876155728456937,0.32673450043199986,2022-02-27,"{""type"":""Point"",""coordinates"":[121.16186220911335,31.260073496211056]}"
1_LC08_118038_20220227_27,281.17141538,0.9456206541735527,-2.44850498338869,-1.1818580000876002,2022-02-27,"{""type"":""Point"",""coordinates"":[121.6706616199532,31.345412057529032]}"
1_LC08_118038_20220227_28,281.62943006,0.9176168912652082,1.277526395173465,-1.0177614749746615,2022-02-27,"{""type"":""Point"",""coordinates"":[121.63862807407445,31.441664734150432]}"
1_LC08_118038_20220227_29,286.43858420000004,0.34148318545295203,-0.09743866918896188,-0.15079697011942947,2022-02-27,"{""type"":""Point"",""coordinates"":[121.82647826098977,31.57258270383366]}"
1_LC08_118038_20220227_30,292.53633188000003,-0.4559729112528547,0.10397000256745548,0.3158896205817104,2022-02-27,"{""type"":""Point"",""coordinates"":[121.90637939746705,31.023810920949646]}"
1_LC08_118038_20220227_31,293.33273054,-0.3495834618944771,0.07144133945063469,0.23689084078522663,2022-02-27,"{""type"":""Point"",""coordinates"":[121.20816973817972,31.256324510534327]}"
1_LC08_118038_20220227_32,292.55000396,-0.16694464665825032,-0.024240276151143474,0.16392897170075646,2022-02-27,"{""type"":""Point"",""coordinates"":[121.4565365185575,31.047477047468277]}"
